1	0.000000
2	0.166667
3	0.000000
4	0.000000
5	0.111111
6	0.047619
7	0.057143
8	0.060606
9	0.066667
10	0.054054
11	0.065217
12	0.075472
13	0.053571
14	0.037736
15	0.043478
16	0.027397
17	0.047619
18	0.071429
19	0.036145
20	0.070588
21	0.049505
22	0.033708
23	0.070000
24	0.061856
25	0.060870
26	0.051724
27	0.043478
28	0.070866
29	0.058824
30	0.041958
31	0.058394
32	0.034722
33	0.049645
34	0.055901
35	0.047904
36	0.040698
37	0.037037
38	0.054878
39	0.056818
40	0.054217
41	0.054945
42	0.053191
43	0.040816
44	0.049020
45	0.051643
46	0.046154
47	0.055046
48	0.049774
49	0.047619
50	0.052402
51	0.060086
52	0.060345
53	0.046218
54	0.057471
55	0.063025
56	0.057471
57	0.053846
58	0.051471
59	0.046931
60	0.078853
61	0.056140
62	0.054745
63	0.050336
64	0.051195
65	0.053156
66	0.048077
67	0.055556
68	0.052117
69	0.054140
70	0.049231
71	0.048780
72	0.038339
73	0.050595
74	0.059659
75	0.058824
76	0.061047
77	0.048711
78	0.043478
79	0.054913
80	0.053050
81	0.049180
82	0.060847
83	0.050802
84	0.055276
85	0.058673
86	0.058673
87	0.042500
88	0.066038
89	0.047619
90	0.053738
91	0.048426
92	0.050808
93	0.052632
94	0.050343
95	0.051685
96	0.055928
97	0.052392
98	0.055914
99	0.053333
100	0.055202
101	0.049550
102	0.050201
103	0.049569
104	0.047035
105	0.054167
106	0.046748
107	0.047035
108	0.051485
109	0.051040
110	0.051527
111	0.052529
112	0.053254
113	0.053030
114	0.056180
115	0.054717
116	0.054645
117	0.056285
118	0.055258
119	0.050817
120	0.059783
121	0.053819
122	0.052539
123	0.050167
124	0.050934
125	0.050934
126	0.053173
127	0.056198
128	0.051530
129	0.050676
130	0.045075
131	0.047776
132	0.055644
133	0.050505
134	0.048362
135	0.050251
136	0.052298
137	0.058268
138	0.057364
139	0.059361
140	0.056923
141	0.053492
142	0.052298
143	0.047407
144	0.056575
145	0.052227
146	0.064955
147	0.056972
148	0.053492
149	0.058651
150	0.050215
151	0.052707
152	0.057225
153	0.061196
154	0.052999
155	0.053936
156	0.056988
157	0.051821
158	0.055108
159	0.052055
160	0.051813
161	0.052055
162	0.058302
163	0.051316
164	0.055108
165	0.051421
166	0.054777
167	0.047799
168	0.051534
169	0.051348
170	0.062500
171	0.054591
172	0.056110
173	0.049200
174	0.052174
175	0.057935
176	0.053593
177	0.054282
178	0.058394
179	0.054335
180	0.056287
181	0.049517
182	0.056075
183	0.054414
184	0.048724
185	0.051342
186	0.051479
187	0.055936
188	0.055109
189	0.049945
190	0.060201
191	0.049162
192	0.050926
193	0.060023
194	0.058568
195	0.054566
196	0.051648
197	0.049451
198	0.050794
199	0.052575
200	0.055026
201	0.056485
202	0.050054
203	0.050830
204	0.059718
205	0.056782
206	0.054137
207	0.055614
208	0.051653
209	0.051706
210	0.052472
211	0.055388
212	0.053427
213	0.054490
214	0.054639
215	0.056509
216	0.053502
217	0.052786
218	0.060403
219	0.055446
220	0.054422
221	0.057674
222	0.049713
223	0.048309
224	0.054054
225	0.049765
226	0.048944
227	0.058423
228	0.052536
229	0.053435
230	0.052778
231	0.048507
232	0.058934
233	0.052351
234	0.051306
235	0.053358
236	0.054397
237	0.055147
238	0.057640
239	0.053860
240	0.049684
241	0.056109
242	0.056364
243	0.051195
244	0.052991
245	0.052860
246	0.054735
247	0.050304
248	0.054654
249	0.057560
250	0.050719
251	0.053068
252	0.053219
253	0.053846
254	0.049497
255	0.051895
256	0.050707
257	0.056067
258	0.050206
259	0.046798
260	0.058537
261	0.047859
262	0.059524
263	0.052675
264	0.053322
265	0.052335
266	0.054805
267	0.055425
268	0.054945
269	0.046985
270	0.050901
271	0.054560
272	0.056126
273	0.050279
274	0.049285
275	0.055556
276	0.054032
277	0.053571
278	0.050314
279	0.049847
280	0.053118
281	0.051908
282	0.052239
283	0.050152
284	0.053118
285	0.052161
286	0.051863
287	0.056967
288	0.060674
289	0.055310
290	0.053412
291	0.050075
292	0.055224
293	0.058651
294	0.054665
295	0.053879
296	0.049527
297	0.055224
298	0.051761
299	0.053041
300	0.055316
301	0.054054
302	0.050720
303	0.047278
304	0.055316
305	0.052448
306	0.051821
307	0.049088
308	0.054545
309	0.049135
310	0.056298
311	0.052704
312	0.053521
313	0.054832
314	0.056225
315	0.056157
316	0.053352
317	0.048070
318	0.053678
319	0.051666
320	0.056680
321	0.053596
322	0.052495
323	0.050512
324	0.054036
325	0.059594
326	0.053333
327	0.050892
328	0.052279
329	0.055519
330	0.053896
331	0.054036
332	0.055336
333	0.050258
334	0.052767
335	0.051572
336	0.055701
337	0.052359
338	0.055267
339	0.052533
340	0.051425
341	0.055695
342	0.053900
343	0.053021
344	0.054795
345	0.052434
346	0.052761
347	0.051553
348	0.049908
349	0.054381
350	0.053925
351	0.054138
352	0.060917
353	0.056490
354	0.051374
355	0.054893
356	0.054706
357	0.058217
358	0.055422
359	0.050385
360	0.053687
361	0.054819
362	0.054199
363	0.056750
364	0.057025
365	0.052507
366	0.053364
367	0.053395
368	0.053707
369	0.054007
370	0.050907
371	0.053057
372	0.055652
373	0.054535
374	0.052332
375	0.052874
376	0.051773
377	0.053491
378	0.052424
379	0.054617
380	0.053710
381	0.053531
382	0.054981
383	0.057971
384	0.052776
385	0.053073
386	0.053859
387	0.053571
388	0.053521
389	0.051876
390	0.050167
391	0.053542
392	0.054810
393	0.055987
394	0.052895
395	0.054545
396	0.054126
397	0.053821
398	0.054140
399	0.056460
400	0.053600
401	0.052660
402	0.055556
403	0.050559
404	0.052850
405	0.052316
406	0.051482
407	0.052493
408	0.053870
409	0.053439
410	0.053208
411	0.050181
412	0.052440
413	0.052254
414	0.054365
415	0.053292
416	0.054068
417	0.054609
418	0.050639
419	0.053985
420	0.054461
421	0.053143
422	0.053654
423	0.052714
424	0.048404
425	0.054027
426	0.055721
427	0.050525
428	0.055528
429	0.052552
430	0.052525
431	0.054983
432	0.056812
433	0.053842
434	0.051232
435	0.052114
436	0.053360
437	0.051783
438	0.057115
439	0.054015
440	0.054348
441	0.055447
442	0.051179
443	0.052004
444	0.052581
445	0.053912
446	0.053563
447	0.057748
448	0.054067
449	0.053691
450	0.054714
451	0.057412
452	0.052034
453	0.051966
454	0.051985
455	0.056914
456	0.049336
457	0.056318
458	0.053131
459	0.051318
460	0.056787
461	0.055007
462	0.056221
463	0.054731
464	0.051900
465	0.053418
466	0.057621
467	0.056911
468	0.052876
469	0.053418
470	0.052146
471	0.052537
472	0.051199
473	0.057183
474	0.050089
475	0.055810
476	0.052561
477	0.049776
478	0.056025
479	0.055136
480	0.048857
481	0.054609
482	0.055730
483	0.051762
484	0.052402
485	0.054873
486	0.055261
487	0.051624
488	0.054545
489	0.052910
490	0.053385
491	0.051260
492	0.054599
493	0.054124
494	0.054196
495	0.052587
496	0.052110
497	0.051429
498	0.052248
499	0.051326
500	0.051038
501	0.056027
502	0.053996
503	0.054019
504	0.051012
505	0.052565
506	0.053859
507	0.051524
508	0.055838
509	0.056432
510	0.053526
511	0.054608
512	0.057566
513	0.057012
514	0.052565
515	0.050163
516	0.053542
517	0.054598
518	0.052961
519	0.051626
520	0.052917
521	0.055262
522	0.052956
523	0.053768
524	0.052589
525	0.053284
526	0.052311
527	0.054598
528	0.052927
529	0.053090
530	0.050577
531	0.055511
532	0.051636
533	0.049759
534	0.052923
535	0.053600
536	0.053699
537	0.054370
538	0.054214
539	0.050266
540	0.051828
541	0.053463
542	0.053763
543	0.053859
544	0.053266
545	0.054822
546	0.054869
547	0.054452
548	0.056158
549	0.055915
550	0.053676
551	0.053543
552	0.051791
553	0.055534
554	0.054454
555	0.053359
556	0.054181
557	0.052453
558	0.053858
559	0.053878
560	0.053288
561	0.054916
562	0.053216
563	0.054442
564	0.056043
565	0.051711
566	0.054743
567	0.052651
568	0.051574
569	0.051369
570	0.052552
571	0.054409
572	0.055265
573	0.053232
574	0.054851
575	0.054532
576	0.050501
577	0.052206
578	0.052970
579	0.053843
580	0.053472
581	0.055162
582	0.054492
583	0.052843
584	0.052517
585	0.054876
586	0.050107
587	0.054332
588	0.054113
589	0.050203
590	0.054961
591	0.055535
592	0.051058
593	0.052727
594	0.054103
595	0.056604
596	0.054187
597	0.057434
598	0.053309
599	0.052876
600	0.050937
601	0.052818
602	0.051038
603	0.054882
604	0.052464
605	0.053854
606	0.053871
607	0.051670
608	0.056140
609	0.055298
610	0.050477
611	0.055304
612	0.055342
613	0.051437
614	0.055096
615	0.054571
616	0.056790
617	0.055189
618	0.051255
619	0.051539
620	0.055652
621	0.055268
622	0.052794
623	0.055153
624	0.055077
625	0.050742
626	0.053137
627	0.055021
628	0.053943
629	0.051666
630	0.054832
631	0.054930
632	0.055479
633	0.054763
634	0.053990
635	0.053749
636	0.051913
637	0.052847
638	0.054181
639	0.054582
640	0.054460
641	0.056566
642	0.053148
643	0.051812
644	0.055353
645	0.054392
646	0.055949
647	0.052649
648	0.053097
649	0.056660
650	0.056232
651	0.050753
652	0.052025
653	0.054439
654	0.052871
655	0.052390
656	0.054107
657	0.054063
658	0.056238
659	0.052145
660	0.053881
661	0.051497
662	0.055772
663	0.050259
664	0.053682
665	0.052494
666	0.054662
667	0.054157
668	0.052057
669	0.054829
670	0.052812
671	0.053958
672	0.054945
673	0.057161
674	0.055380
675	0.053700
676	0.053011
677	0.055397
678	0.052294
679	0.051201
680	0.052681
681	0.052482
682	0.052632
683	0.052351
684	0.052848
685	0.051346
686	0.055871
687	0.052711
688	0.055504
689	0.053225
690	0.050511
691	0.055590
692	0.052697
693	0.052797
694	0.053191
695	0.054690
696	0.053697
697	0.055232
698	0.053550
699	0.054137
700	0.052366
701	0.051024
702	0.054038
703	0.056487
704	0.050971
705	0.054325
706	0.053301
707	0.054985
708	0.051652
709	0.051979
710	0.054452
711	0.052727
712	0.053740
713	0.051104
714	0.051850
715	0.052726
716	0.054247
717	0.055090
718	0.052663
719	0.055405
720	0.054994
721	0.054287
722	0.052205
723	0.054819
724	0.052156
725	0.051765
726	0.054871
727	0.055111
728	0.053053
729	0.052338
730	0.058312
731	0.052307
732	0.052847
733	0.052068
734	0.051193
735	0.052945
736	0.053241
737	0.054275
738	0.053377
739	0.053680
740	0.054085
741	0.053930
742	0.054984
743	0.052601
744	0.053664
745	0.057257
746	0.053770
747	0.054939
748	0.051097
749	0.053310
750	0.052127
751	0.052378
752	0.050930
753	0.055038
754	0.053207
755	0.053941
756	0.055211
757	0.054363
758	0.053397
759	0.054039
760	0.052007
761	0.053947
762	0.054510
763	0.054648
764	0.053156
765	0.055849
766	0.054495
767	0.055587
768	0.053326
769	0.054198
770	0.054606
771	0.054084
772	0.055188
773	0.053263
774	0.053209
775	0.053467
776	0.055940
777	0.052906
778	0.052603
779	0.052444
780	0.052202
781	0.053630
782	0.053162
783	0.053810
784	0.055767
785	0.053920
786	0.053726
787	0.054313
788	0.053489
789	0.053047
790	0.050647
791	0.053537
792	0.052804
793	0.052786
794	0.053126
795	0.052263
796	0.054521
