10 0.992240 0.003547 0.990971 0.993509
20 0.991713 0.003757 0.990369 0.993058
30 0.991016 0.003948 0.989604 0.992429
40 0.989937 0.004209 0.988431 0.991444
50 0.988747 0.004481 0.987143 0.990350
60 0.987090 0.004631 0.985433 0.988747
70 0.985402 0.004658 0.983735 0.987069
80 0.983452 0.004550 0.981824 0.985080
90 0.980740 0.004935 0.978974 0.982506
100 0.975238 0.006276 0.972992 0.977484
110 0.961963 0.009357 0.958614 0.965311
120 0.938634 0.013335 0.933862 0.943406
130 0.903619 0.016959 0.897550 0.909688
140 0.856667 0.018817 0.849933 0.863400
150 0.795814 0.021901 0.787976 0.803651
160 0.735039 0.023101 0.726772 0.743306
170 0.681839 0.022161 0.673908 0.689769
180 0.636037 0.021225 0.628442 0.643633
190 0.597868 0.020034 0.590699 0.605037
200 0.565029 0.019062 0.558208 0.571851
210 0.534601 0.017755 0.528247 0.540955
220 0.507157 0.016937 0.501096 0.513217
230 0.481022 0.015757 0.475383 0.486660
240 0.458667 0.015228 0.453217 0.464116
250 0.437513 0.013804 0.432573 0.442452
260 0.418112 0.013246 0.413372 0.422852
270 0.399452 0.012854 0.394852 0.404051
280 0.382549 0.012167 0.378195 0.386903
290 0.367492 0.011824 0.363260 0.371723
300 0.352685 0.011198 0.348678 0.356693
310 0.338855 0.010864 0.334967 0.342742
320 0.325780 0.010208 0.322127 0.329433
330 0.314211 0.009841 0.310690 0.317733
340 0.302509 0.009636 0.299060 0.305957
350 0.291728 0.009264 0.288413 0.295043
360 0.281615 0.008296 0.278646 0.284583
370 0.271967 0.008549 0.268908 0.275027
380 0.263149 0.008033 0.260275 0.266024
390 0.254514 0.007899 0.251687 0.257341
400 0.246315 0.007892 0.243491 0.249139
410 0.238834 0.007723 0.236070 0.241597
420 0.231409 0.007334 0.228784 0.234033
430 0.224398 0.007443 0.221735 0.227061
440 0.217864 0.007079 0.215331 0.220397
450 0.211447 0.006726 0.209040 0.213854
460 0.205360 0.006625 0.202989 0.207731
470 0.199472 0.006592 0.197113 0.201831
480 0.193940 0.006504 0.191612 0.196267
490 0.188498 0.006342 0.186229 0.190768
500 0.183626 0.006167 0.181420 0.185833
510 0.178805 0.005906 0.176692 0.180919
520 0.174094 0.005893 0.171985 0.176203
530 0.169437 0.005856 0.167341 0.171533
540 0.165248 0.005662 0.163221 0.167274
550 0.161110 0.005571 0.159116 0.163103
560 0.157204 0.005595 0.155201 0.159206
570 0.153225 0.005125 0.151391 0.155059
580 0.149739 0.005190 0.147882 0.151597
590 0.146400 0.005248 0.144522 0.148278
600 0.143041 0.005209 0.141177 0.144905
610 0.139815 0.004920 0.138055 0.141576
620 0.136649 0.005017 0.134854 0.138444
630 0.133574 0.004930 0.131810 0.135338
640 0.130642 0.004839 0.128911 0.132374
650 0.127973 0.004663 0.126304 0.129642
660 0.125241 0.004688 0.123563 0.126919
670 0.122728 0.004675 0.121056 0.124401
680 0.119916 0.004490 0.118310 0.121523
690 0.117629 0.004534 0.116007 0.119252
700 0.115333 0.004244 0.113815 0.116852
710 0.113184 0.004238 0.111667 0.114700
720 0.110937 0.004275 0.109407 0.112467
730 0.108639 0.003991 0.107211 0.110067
740 0.106666 0.004121 0.105191 0.108140
750 0.104754 0.004146 0.103270 0.106238
760 0.102882 0.004017 0.101445 0.104319
770 0.100993 0.004024 0.099553 0.102433
780 0.099248 0.003799 0.097888 0.100607
790 0.097474 0.003748 0.096133 0.098815
800 0.095685 0.003743 0.094345 0.097024
810 0.094118 0.003630 0.092819 0.095417
820 0.092516 0.003529 0.091253 0.093779
830 0.091008 0.003611 0.089716 0.092301
840 0.089409 0.003475 0.088165 0.090653
850 0.088008 0.003554 0.086736 0.089279
860 0.086610 0.003395 0.085395 0.087825
870 0.085116 0.003336 0.083922 0.086310
880 0.083747 0.003226 0.082592 0.084901
890 0.082609 0.003255 0.081444 0.083774
900 0.081242 0.003297 0.080062 0.082422
910 0.080003 0.003325 0.078813 0.081193
920 0.078669 0.003193 0.077527 0.079812
930 0.077643 0.003204 0.076496 0.078789
940 0.076485 0.003151 0.075357 0.077612
950 0.075352 0.003106 0.074241 0.076463
960 0.074160 0.002915 0.073117 0.075203
970 0.073103 0.002962 0.072043 0.074163
980 0.072078 0.002937 0.071027 0.073129
990 0.071039 0.002980 0.069972 0.072105
1000 0.070017 0.002911 0.068975 0.071059
1010 0.069087 0.002884 0.068055 0.070119
1020 0.068162 0.002804 0.067159 0.069166
1030 0.067214 0.002799 0.066213 0.068216
1040 0.066296 0.002770 0.065305 0.067288
1050 0.065409 0.002651 0.064460 0.066358
1060 0.064561 0.002613 0.063626 0.065496
1070 0.063730 0.002680 0.062771 0.064690
1080 0.062882 0.002536 0.061974 0.063789
1090 0.062094 0.002515 0.061194 0.062994
1100 0.061327 0.002456 0.060448 0.062206
1110 0.060636 0.002594 0.059708 0.061565
1120 0.059780 0.002398 0.058922 0.060638
1130 0.059101 0.002460 0.058221 0.059981
1140 0.058318 0.002370 0.057470 0.059166
1150 0.057614 0.002349 0.056774 0.058454
1160 0.056963 0.002330 0.056129 0.057797
1170 0.056294 0.002284 0.055477 0.057112
1180 0.055587 0.002296 0.054766 0.056409
1190 0.055008 0.002195 0.054223 0.055793
1200 0.054408 0.002179 0.053628 0.055188
