200 0.998038 0.000042 0.998023 0.998053
210 0.998034 0.000044 0.998019 0.998050
220 0.998035 0.000044 0.998020 0.998051
230 0.998039 0.000044 0.998023 0.998055
240 0.998027 0.000041 0.998012 0.998042
250 0.998033 0.000034 0.998021 0.998045
260 0.998034 0.000047 0.998017 0.998051
270 0.998038 0.000035 0.998025 0.998051
280 0.998034 0.000028 0.998024 0.998044
290 0.998041 0.000044 0.998025 0.998057
300 0.998034 0.000043 0.998019 0.998049
310 0.998031 0.000030 0.998020 0.998041
320 0.998036 0.000032 0.998024 0.998047
330 0.998037 0.000035 0.998025 0.998050
340 0.998038 0.000035 0.998025 0.998050
350 0.998030 0.000030 0.998019 0.998041
360 0.998035 0.000032 0.998024 0.998046
370 0.998031 0.000034 0.998019 0.998043
380 0.998033 0.000035 0.998021 0.998046
390 0.998033 0.000031 0.998022 0.998044
400 0.998033 0.000025 0.998024 0.998042
410 0.998041 0.000030 0.998031 0.998052
420 0.998034 0.000033 0.998022 0.998046
430 0.998024 0.000029 0.998013 0.998034
440 0.998038 0.000031 0.998027 0.998049
450 0.998031 0.000029 0.998021 0.998042
460 0.998027 0.000030 0.998017 0.998038
470 0.998028 0.000032 0.998016 0.998039
480 0.998014 0.000024 0.998005 0.998023
490 0.998028 0.000030 0.998017 0.998039
500 0.998020 0.000024 0.998011 0.998028
510 0.998013 0.000032 0.998001 0.998024
520 0.998019 0.000024 0.998011 0.998027
530 0.998016 0.000026 0.998007 0.998026
540 0.998010 0.000022 0.998002 0.998018
550 0.998016 0.000026 0.998007 0.998026
560 0.998011 0.000020 0.998004 0.998018
570 0.997998 0.000026 0.997988 0.998007
580 0.998003 0.000029 0.997993 0.998014
590 0.997998 0.000029 0.997987 0.998008
600 0.997999 0.000025 0.997990 0.998008
610 0.997989 0.000022 0.997981 0.997997
620 0.997989 0.000024 0.997981 0.997998
630 0.997973 0.000033 0.997961 0.997985
640 0.997969 0.000031 0.997958 0.997981
650 0.997948 0.000029 0.997938 0.997958
660 0.997948 0.000026 0.997938 0.997957
670 0.997940 0.000026 0.997931 0.997949
680 0.997934 0.000030 0.997923 0.997944
690 0.997919 0.000027 0.997910 0.997929
700 0.997901 0.000030 0.997891 0.997912
710 0.997889 0.000031 0.997878 0.997900
720 0.997878 0.000031 0.997867 0.997889
730 0.997849 0.000057 0.997829 0.997869
740 0.997812 0.000082 0.997782 0.997841
750 0.997782 0.000093 0.997749 0.997816
760 0.997725 0.000135 0.997677 0.997774
770 0.997662 0.000177 0.997598 0.997725
780 0.997614 0.000227 0.997532 0.997695
790 0.997341 0.000418 0.997192 0.997491
800 0.997183 0.000528 0.996994 0.997372
810 0.996766 0.000927 0.996434 0.997098
820 0.996254 0.000896 0.995933 0.996575
830 0.996074 0.000910 0.995748 0.996400
840 0.994990 0.001113 0.994592 0.995389
850 0.994108 0.001171 0.993689 0.994526
860 0.992946 0.001043 0.992573 0.993319
870 0.991057 0.001935 0.990364 0.991749
880 0.989121 0.001804 0.988475 0.989766
890 0.986724 0.002108 0.985969 0.987478
900 0.983231 0.002725 0.982256 0.984206
910 0.979701 0.003153 0.978573 0.980829
920 0.974626 0.004174 0.973132 0.976119
930 0.970673 0.004081 0.969212 0.972133
940 0.965905 0.003696 0.964582 0.967227
950 0.959536 0.004039 0.958091 0.960981
960 0.953776 0.004200 0.952273 0.955279
970 0.947078 0.004212 0.945571 0.948586
980 0.941419 0.004402 0.939844 0.942994
990 0.933394 0.004424 0.931811 0.934977
1000 0.926281 0.004256 0.924758 0.927804
1010 0.918309 0.004300 0.916770 0.919847
1020 0.910357 0.004868 0.908615 0.912099
1030 0.902388 0.004631 0.900731 0.904045
1040 0.893989 0.005526 0.892012 0.895966
1050 0.885546 0.004886 0.883798 0.887294
1060 0.876732 0.004430 0.875147 0.878317
1070 0.868381 0.004711 0.866695 0.870067
1080 0.859099 0.005140 0.857260 0.860939
1090 0.850890 0.004534 0.849268 0.852513
1100 0.841964 0.004221 0.840454 0.843475
