200 0.671944 0.001844 0.671284 0.672604
210 0.628483 0.001696 0.627876 0.629090
220 0.590401 0.001354 0.589916 0.590885
230 0.554858 0.001324 0.554384 0.555332
240 0.523773 0.001148 0.523363 0.524184
250 0.494394 0.001432 0.493882 0.494906
260 0.468831 0.001287 0.468370 0.469291
270 0.444692 0.000955 0.444350 0.445033
280 0.423139 0.000894 0.422818 0.423459
290 0.403360 0.000849 0.403056 0.403664
300 0.384841 0.001011 0.384479 0.385202
310 0.368301 0.000913 0.367974 0.368627
320 0.352530 0.001007 0.352169 0.352890
330 0.338177 0.000991 0.337822 0.338532
340 0.324690 0.000931 0.324357 0.325023
350 0.312279 0.000857 0.311973 0.312586
360 0.301146 0.000991 0.300791 0.301501
370 0.290302 0.001117 0.289902 0.290701
380 0.280129 0.000788 0.279847 0.280411
390 0.270893 0.000686 0.270648 0.271139
400 0.261744 0.000894 0.261424 0.262064
410 0.253709 0.000695 0.253461 0.253958
420 0.245826 0.000667 0.245587 0.246064
430 0.238428 0.000780 0.238149 0.238707
440 0.231399 0.000568 0.231196 0.231603
450 0.224971 0.000551 0.224773 0.225168
460 0.218771 0.000480 0.218600 0.218943
470 0.212867 0.000518 0.212682 0.213053
480 0.207368 0.000521 0.207181 0.207554
490 0.201924 0.000479 0.201753 0.202095
500 0.196978 0.000505 0.196798 0.197159
510 0.192398 0.000698 0.192149 0.192648
520 0.187704 0.000738 0.187440 0.187968
530 0.183225 0.000601 0.183010 0.183440
540 0.179108 0.000517 0.178923 0.179293
550 0.175173 0.000546 0.174977 0.175368
560 0.171189 0.000610 0.170971 0.171408
570 0.167782 0.000619 0.167560 0.168003
580 0.164311 0.000430 0.164157 0.164465
590 0.160721 0.000353 0.160595 0.160848
600 0.157638 0.000445 0.157479 0.157798
610 0.154546 0.000404 0.154401 0.154690
620 0.151588 0.000491 0.151413 0.151764
630 0.148513 0.000556 0.148314 0.148712
640 0.145980 0.000430 0.145826 0.146134
650 0.143212 0.000467 0.143045 0.143379
660 0.140660 0.000453 0.140498 0.140822
670 0.138132 0.000409 0.137985 0.138278
680 0.136009 0.000438 0.135852 0.136165
690 0.133612 0.000346 0.133488 0.133736
700 0.131468 0.000578 0.131261 0.131674
710 0.129293 0.000562 0.129093 0.129494
720 0.127081 0.000366 0.126950 0.127211
730 0.125108 0.000417 0.124959 0.125258
740 0.123207 0.000385 0.123069 0.123345
750 0.121139 0.000495 0.120962 0.121316
760 0.119376 0.000408 0.119230 0.119522
770 0.117566 0.000410 0.117420 0.117713
780 0.116031 0.000347 0.115907 0.116155
790 0.114269 0.000356 0.114141 0.114396
800 0.112735 0.000359 0.112607 0.112864
810 0.111115 0.000330 0.110996 0.111233
820 0.109480 0.000339 0.109359 0.109601
830 0.108068 0.000289 0.107965 0.108171
840 0.106606 0.000383 0.106469 0.106743
850 0.105205 0.000370 0.105073 0.105338
860 0.103825 0.000293 0.103720 0.103930
870 0.102369 0.000350 0.102244 0.102494
880 0.101212 0.000302 0.101104 0.101320
890 0.099903 0.000273 0.099805 0.100000
900 0.098652 0.000339 0.098531 0.098774
910 0.097460 0.000310 0.097349 0.097571
920 0.096288 0.000290 0.096184 0.096392
930 0.095220 0.000368 0.095089 0.095352
940 0.094020 0.000233 0.093936 0.094103
950 0.092927 0.000290 0.092823 0.093031
960 0.091737 0.000325 0.091620 0.091853
970 0.090763 0.000284 0.090661 0.090864
980 0.089813 0.000358 0.089685 0.089941
990 0.088743 0.000336 0.088623 0.088863
1000 0.087650 0.000281 0.087550 0.087751
1010 0.086811 0.000291 0.086707 0.086915
1020 0.085792 0.000253 0.085702 0.085883
1030 0.084922 0.000295 0.084816 0.085027
1040 0.084125 0.000277 0.084026 0.084225
1050 0.083262 0.000247 0.083173 0.083350
1060 0.082373 0.000222 0.082294 0.082453
1070 0.081485 0.000215 0.081408 0.081562
1080 0.080634 0.000321 0.080519 0.080748
1090 0.079859 0.000176 0.079796 0.079922
1100 0.079097 0.000317 0.078984 0.079210
