50 0.987228 0.025531 0.978092 0.996364
60 0.964764 0.046645 0.948072 0.981456
70 0.937022 0.069910 0.912005 0.962040
80 0.907348 0.088239 0.875772 0.938923
90 0.874063 0.100509 0.838097 0.910030
100 0.842292 0.108033 0.803633 0.880951
110 0.811559 0.116869 0.769738 0.853380
120 0.782913 0.125733 0.737920 0.827906
130 0.755093 0.133821 0.707206 0.802980
140 0.729111 0.138124 0.679684 0.778537
150 0.705006 0.142789 0.653910 0.756103
160 0.683512 0.145146 0.631572 0.735452
170 0.663115 0.147630 0.610287 0.715944
180 0.645608 0.150199 0.591860 0.699356
190 0.627989 0.151231 0.573871 0.682106
200 0.611060 0.151820 0.556732 0.665387
210 0.594995 0.151691 0.540713 0.649276
220 0.578393 0.152047 0.523983 0.632802
230 0.562952 0.152451 0.508398 0.617506
240 0.547610 0.152211 0.493142 0.602078
250 0.532904 0.152070 0.478486 0.587321
260 0.517868 0.151809 0.463544 0.572192
270 0.502930 0.151035 0.448883 0.556977
280 0.487839 0.148240 0.434792 0.540886
290 0.472992 0.145714 0.420849 0.525135
300 0.458457 0.142102 0.407607 0.509308
310 0.444275 0.138572 0.394688 0.493862
320 0.430991 0.135752 0.382413 0.479570
330 0.417967 0.130506 0.371266 0.464668
340 0.405561 0.126447 0.360312 0.450809
350 0.394060 0.122393 0.350262 0.437858
360 0.382809 0.118445 0.340424 0.425194
370 0.372511 0.114965 0.331371 0.413651
380 0.362230 0.110858 0.322560 0.401900
390 0.353146 0.108109 0.314459 0.391832
400 0.344269 0.104524 0.306866 0.381672
410 0.335497 0.101379 0.299219 0.371775
420 0.327312 0.098421 0.292092 0.362531
430 0.319434 0.095541 0.285245 0.353622
440 0.312252 0.092936 0.278995 0.345509
450 0.305328 0.090332 0.273003 0.337653
460 0.298399 0.087922 0.266936 0.329861
470 0.291901 0.085616 0.261264 0.322538
480 0.285763 0.083617 0.255841 0.315685
490 0.279958 0.081062 0.250951 0.308966
500 0.274466 0.079077 0.246169 0.302763
510 0.268824 0.077213 0.241193 0.296454
520 0.263676 0.075357 0.236709 0.290642
530 0.258561 0.073524 0.232251 0.284871
540 0.253902 0.072147 0.228084 0.279719
550 0.249212 0.069939 0.224185 0.274240
560 0.245043 0.068574 0.220504 0.269582
570 0.240705 0.067051 0.216712 0.264699
580 0.236457 0.065808 0.212908 0.260006
590 0.232655 0.064475 0.209582 0.255727
600 0.228928 0.062956 0.206400 0.251457
610 0.225075 0.061766 0.202973 0.247178
620 0.221602 0.060467 0.199964 0.243239
630 0.218284 0.059471 0.197002 0.239565
640 0.214761 0.058189 0.193938 0.235584
650 0.211679 0.057298 0.191175 0.232182
660 0.208405 0.056162 0.188308 0.228502
670 0.205473 0.054853 0.185844 0.225102
680 0.202639 0.054152 0.183261 0.222017
690 0.199805 0.053036 0.180826 0.218784
700 0.197108 0.052325 0.178383 0.215832
710 0.194392 0.051373 0.176008 0.212775
720 0.191842 0.050434 0.173794 0.209889
730 0.189346 0.049337 0.171691 0.207001
740 0.186697 0.048711 0.169265 0.204128
750 0.184462 0.047809 0.167354 0.201571
760 0.182194 0.047123 0.165331 0.199057
770 0.180107 0.046298 0.163539 0.196674
780 0.177780 0.045589 0.161466 0.194094
790 0.175725 0.044998 0.159623 0.191827
800 0.173559 0.044238 0.157729 0.189390
810 0.171709 0.043599 0.156107 0.187310
820 0.169724 0.042944 0.154356 0.185091
830 0.167728 0.042285 0.152596 0.182859
840 0.165993 0.041745 0.151055 0.180931
850 0.164109 0.041054 0.149418 0.178800
860 0.162348 0.040652 0.147800 0.176895
870 0.160701 0.040008 0.146385 0.175018
880 0.159096 0.039319 0.145026 0.173166
890 0.157380 0.038883 0.143466 0.171294
900 0.155715 0.038392 0.141977 0.169454
910 0.154160 0.037785 0.140639 0.167681
920 0.152667 0.037301 0.139319 0.166015
930 0.151145 0.036904 0.137939 0.164351
940 0.149583 0.036505 0.136520 0.162646
950 0.148275 0.036051 0.135375 0.161176
960 0.146965 0.035365 0.134310 0.159620
970 0.145548 0.035135 0.132975 0.158121
980 0.144171 0.034555 0.131805 0.156536
990 0.143002 0.034236 0.130751 0.155253
1000 0.141524 0.033719 0.129458 0.153590
1010 0.140301 0.033491 0.128316 0.152285
1020 0.139080 0.032991 0.127274 0.150886
1030 0.137975 0.032606 0.126308 0.149643
1040 0.136676 0.032301 0.125117 0.148234
1050 0.135557 0.031888 0.124146 0.146968
1060 0.134492 0.031440 0.123242 0.145743
1070 0.133347 0.031076 0.122227 0.144467
1080 0.132234 0.030776 0.121221 0.143247
1090 0.131214 0.030492 0.120303 0.142126
1100 0.130138 0.030223 0.119323 0.140953
1110 0.129148 0.029823 0.118476 0.139820
1120 0.128105 0.029553 0.117530 0.138681
1130 0.127163 0.029208 0.116712 0.137615
1140 0.126235 0.028902 0.115892 0.136577
1150 0.125296 0.028584 0.115067 0.135524
1160 0.124218 0.028373 0.114065 0.134371
1170 0.123467 0.028054 0.113428 0.133506
1180 0.122588 0.027777 0.112648 0.132529
1190 0.121704 0.027413 0.111894 0.131513
1200 0.120793 0.027321 0.111016 0.130569
1210 0.119926 0.026865 0.110313 0.129540
1220 0.119088 0.026659 0.109548 0.128628
1230 0.118138 0.026465 0.108668 0.127609
1240 0.117394 0.026178 0.108026 0.126762
1250 0.116685 0.025928 0.107406 0.125963
1260 0.115861 0.025710 0.106661 0.125061
1270 0.115121 0.025440 0.106018 0.124225
1280 0.114383 0.025224 0.105357 0.123409
1290 0.113632 0.024935 0.104709 0.122555
1300 0.112877 0.024814 0.103997 0.121756
1310 0.112143 0.024426 0.103402 0.120884
1320 0.111428 0.024300 0.102732 0.120123
1330 0.110879 0.024052 0.102272 0.119486
1340 0.110073 0.023963 0.101498 0.118648
1350 0.109437 0.023713 0.100951 0.117922
1360 0.108671 0.023450 0.100279 0.117062
1370 0.108200 0.023203 0.099897 0.116503
1380 0.107542 0.023047 0.099295 0.115789
1390 0.106922 0.022888 0.098732 0.115113
1400 0.106293 0.022630 0.098195 0.114391
1410 0.105661 0.022493 0.097612 0.113710
1420 0.105022 0.022357 0.097021 0.113022
1430 0.104519 0.022066 0.096623 0.112415
1440 0.103886 0.021956 0.096029 0.111743
1450 0.103416 0.021788 0.095620 0.111213
1460 0.102751 0.021588 0.095026 0.110476
1470 0.102206 0.021399 0.094549 0.109864
1480 0.101644 0.021205 0.094056 0.109232
1490 0.101184 0.021078 0.093641 0.108726
1500 0.100621 0.020820 0.093171 0.108072
